,Model,Source,Dataset,Split,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,num_nonzero_coefs,RVSM,FHVS,coverage,prot_length
98,ESM-2 650M,viral,HIV1_HV1B9_ENV_DuenasDecamp,Pooled Split,0.5008173990037861,0.5105376767839316,0.7055438864034658,0.6651381189943842,0.11305935622185204,0.6602761677697975,0.8944733613325886,0.45521406352119104,55.4,0.5694446789584796,0.55,0.021981242672919107,853
99,ESM-2 650M,viral,HIV1_HV1B9_ENV_DuenasDecamp,Site Split,0.11499638529247228,0.669451624591882,0.942522119057104,0.3833632104742235,-0.11892115954818908,0.7393076137550961,0.9812648425615151,0.020262210942817698,4.2,0.5694446789584796,0.55,0.021981242672919107,853
100,ESM-2 650M,viral,IAV_H1_HA_Doud,Pooled Split,0.5526705838998708,0.537054106352853,0.6695493189925756,0.7622548195357114,0.467974834508725,0.5809786036771002,0.7259839540023296,0.7047798437228412,678.4,0.7799721482539398,0.3280141843971631,0.9482300884955752,565
101,ESM-2 650M,viral,IAV_H1_HA_Doud,Site Split,0.2513975063409365,0.7173832993533676,0.8632814517442939,0.5430385783083537,0.20393018945882666,0.745055155938932,0.8976982770530624,0.4916634873607727,35.6,0.7799721482539398,0.3280141843971631,0.9482300884955752,565
102,ESM-2 650M,viral,IAV_H1_HA_Wu,Pooled Split,0.07851314764986608,0.4335907259104209,0.9389153494320583,0.41315254247928007,0.033531409372446364,0.4768201658000849,1.0349475101056842,0.376426438621952,55.8,0.593639483947353,0.17028985507246377,0.2079646017699115,565
103,ESM-2 650M,viral,IAV_H1_HA_Wu,Site Split,0.03258112391039982,0.4517252067659775,0.9768281461123074,0.3365774835511009,0.02986038819906552,0.4582319749718266,1.0051483631777263,0.3478165450308316,4.6,0.593639483947353,0.17028985507246377,0.2079646017699115,565
104,ESM-2 650M,viral,IAV_H1_NP_Doud,Pooled Split,0.3454865898806522,0.6389679862345858,0.8094660360296787,0.5982310712766818,0.2151105634215403,0.6971670600620316,0.8835850950575252,0.47405056827863296,710.4,0.6095011018860664,0.642570281124498,0.95,498
105,ESM-2 650M,viral,IAV_H1_NP_Doud,Site Split,0.04805413398394684,0.7790659105730131,0.9735617933325116,0.22543033080310132,0.021462157668111943,0.798088461666316,0.9940723174040891,0.1836855560167891,19.0,0.6095011018860664,0.642570281124498,0.95,498
106,ESM-2 650M,viral,IAV_H3_HA_Lee,Pooled Split,0.48881700755200386,0.5719626885196906,0.7140753895217823,0.7199826453406487,0.43110692462898764,0.6088733096588619,0.7578923132389932,0.6756793376229423,482.4,0.7884429109792536,0.2826855123674912,0.95,566
107,ESM-2 650M,viral,IAV_H3_HA_Lee,Site Split,0.253374373095858,0.7081392013815522,0.8614875779045968,0.5447451248506423,0.1895753490805003,0.7477682897752549,0.9055155379831307,0.4763515629594572,49.6,0.7884429109792536,0.2826855123674912,0.95,566
108,ESM-2 650M,viral,IAV_H3_NP_Doud,Pooled Split,0.4628395865809116,0.5755956062400946,0.7316551720314232,0.658830258249767,0.32243233550735606,0.6491371071804976,0.8283300643203482,0.5445568907996401,910.2,0.7408140265525807,0.3795180722891566,0.95,498
109,ESM-2 650M,viral,IAV_H3_NP_Doud,Site Split,0.07573465425178454,0.7563786647752198,0.9663663677706751,0.25988540177543007,0.0202674544365952,0.7635731834683778,0.9679461558691184,0.12025948810601139,21.8,0.7408140265525807,0.3795180722891566,0.95,498
110,ESM-2 650M,viral,IAV_H5_HA_Dadonaite,Pooled Split,0.521426065894096,0.5680628753801116,0.691590784799519,0.719108497902558,0.4514140973031682,0.6035145013346406,0.7412283837432805,0.666646188835956,522.4,0.7411480106563622,0.42328042328042326,0.9303350970017636,567
111,ESM-2 650M,viral,IAV_H5_HA_Dadonaite,Site Split,0.25403326768455464,0.7547881455123229,0.8624320529143636,0.515557978778025,0.24784763625119366,0.7606988548035123,0.8711067279232321,0.5107686704115701,32.0,0.7411480106563622,0.42328042328042326,0.9303350970017636,567
112,ESM-2 650M,viral,IAV_NA_Jiang,Pooled Split,0.603011914538955,0.45918703889826207,0.6172601747016617,0.7866355355234622,0.4149874109546703,0.6506351727999251,0.8161151956508685,0.601233676021117,68.0,0.8116082291912077,0.36,0.03289183222958057,453
113,ESM-2 650M,viral,IAV_NA_Jiang,Site Split,0.09766987195183095,0.7626519880703911,0.9503448366428635,0.4509209741738339,-0.08222235220683724,0.768221642536277,0.9725690105314451,0.06738751294124146,7.2,0.8116082291912077,0.36,0.03289183222958057,453
114,ESM-2 650M,viral,IAV_PA_Wu,Pooled Split,0.10903745758527073,0.6223238317986037,0.9385302988309038,0.35333146421119166,0.02644054874585946,0.6496446007044069,0.9847223918753885,0.22406276784198767,65.2,0.754563254769772,0.21513353115727002,0.1270949720670391,716
115,ESM-2 650M,viral,IAV_PA_Wu,Site Split,0.0011018803998873476,0.6857379720612545,1.0311960431018654,0.10561478168091387,-0.010639560320159922,0.6385071821654161,0.8587999447981358,0.02288658385907165,0.8,0.754563254769772,0.21513353115727002,0.1270949720670391,716
116,ESM-2 650M,viral,IAV_PB2_Soh,Pooled Split,0.3155512991409907,0.5482656450318374,0.8303063776396135,0.5810800461089122,0.2530761290469108,0.5692201653532176,0.8475550827748911,0.5271065396161554,583.6,0.7423704436189593,0.24769433465085638,0.95,759
117,ESM-2 650M,viral,IAV_PB2_Soh,Site Split,0.08715604227204983,0.6458056278126081,0.9778486674386964,0.3360196252395054,0.06339772688457272,0.629195171485082,0.8657556528560691,0.27543865207012025,31.2,0.7423704436189593,0.24769433465085638,0.95,759
118,ESM-2 650M,viral,IAV_RDRP_Li,Pooled Split,0.31754199162513946,0.6680622188081751,0.8280420287857325,0.5681431110759403,0.24821353198114862,0.6957353949589459,0.8586219564883845,0.49853340084956865,508.6,0.6018049912917579,0.6551724137931034,0.7928005284015852,757
119,ESM-2 650M,viral,IAV_RDRP_Li,Site Split,0.1813899428063343,0.7387842783427352,0.9040237349165864,0.43788866186032854,0.12061771772347041,0.7705053915907352,0.9387975905420408,0.35838690757966835,93.0,0.6018049912917579,0.6551724137931034,0.7928005284015852,757
120,ESM-2 650M,viral,LAMBDA_HCP_Tsuboyama,Pooled Split,0.9427580300256768,0.1804924809274968,0.23799934308963916,0.9453457848010073,0.8407948185636697,0.2976570298078113,0.4036403365166983,0.8833904082187833,275.0,0.8126651708361702,0.32727272727272727,0.9454545454545454,55
121,ESM-2 650M,viral,LAMBDA_HCP_Tsuboyama,Site Split,0.8389243825337213,0.2893767631055747,0.3887615922912057,0.8836327364830762,0.6035311001538642,0.48234952951078947,0.617182661103562,0.7647465501698911,115.6,0.8126651708361702,0.32727272727272727,0.9454545454545454,55
122,ESM-2 650M,viral,LASSA_GP_Carr,Pooled Split,0.49985232485960884,0.5773394665189084,0.7066493697433316,0.7001040602847498,0.3683938926999416,0.6470897945227183,0.7968811416829165,0.6124945345857007,805.0,0.6879664015366719,0.5498981670061099,0.9445010183299389,491
123,ESM-2 650M,viral,LASSA_GP_Carr,Site Split,0.15476720216037926,0.7957093077812545,0.9186058576205074,0.3854379564494784,0.0861965216961966,0.8330625988244756,0.9570538225180855,0.2836633711142715,36.0,0.6879664015366719,0.5498981670061099,0.9445010183299389,491
124,ESM-2 650M,viral,NIPAH_F_Larsen,Pooled Split,0.5324685244246479,0.5450397333459157,0.684327308006514,0.6721496348294759,0.45132614100725144,0.5844550018903677,0.7379731293258597,0.6095252211901253,567.6,0.74405991868929,0.39849624060150374,0.8371262458471761,602
125,ESM-2 650M,viral,NIPAH_F_Larsen,Site Split,0.1350192442879023,0.8033216807161914,0.9378601558611986,0.3211688144489536,0.11634644310245985,0.7709918727566062,0.9019370041178558,0.29308195113107577,19.4,0.74405991868929,0.39849624060150374,0.8371262458471761,602
126,ESM-2 650M,viral,RmYN02_RBD_Starr,Pooled Split,0.3428343293476347,0.39610052050618483,0.8203044063854626,0.6013617706430016,0.1664442372257749,0.4379680226597248,0.8644930371846014,0.5265001110160344,320.0,0.5984616713819363,0.09340659340659341,0.3521384928716904,491
127,ESM-2 650M,viral,RmYN02_RBD_Starr,Site Split,0.06554502389748944,0.5462675469294557,0.9856345177278483,0.3240671203808791,-0.01374780916852662,0.539959672777665,0.9159579315892925,0.17282678588651304,18.6,0.5984616713819363,0.09340659340659341,0.3521384928716904,491
128,ESM-2 650M,viral,RsYN04_RBD_Starr,Pooled Split,0.4808060781249224,0.36913927799105806,0.730869312201821,0.37180484720928114,0.2866957371321284,0.42612150744652466,0.7791653665128573,0.2848731155329204,473.4,0.8250349636434473,0.04568527918781726,0.36199226305609283,517
129,ESM-2 650M,viral,RsYN04_RBD_Starr,Site Split,0.007144323822995161,0.42827694699248847,1.0636323367397265,0.0902431168864001,-0.03746888293395524,0.3585404227513045,0.658613100621567,0.0046011279518480604,2.8,0.8250349636434473,0.04568527918781726,0.36199226305609283,517
130,ESM-2 650M,viral,SARS2_BA1_SPIKE_Dadonaite,Pooled Split,0.3744835693223114,0.6236544313959604,0.7909830957460031,0.5548253922206221,0.25295645306510306,0.6777545916396818,0.8634105670815228,0.4672584743880705,548.2,0.6820657913032792,0.5820656525220176,0.4322658126501201,1249
131,ESM-2 650M,viral,SARS2_BA1_SPIKE_Dadonaite,Site Split,0.14458031833004398,0.7638288199628818,0.9255034295675454,0.3393516249817293,0.11534197178858843,0.7732030581922815,0.9375295998651076,0.2896301518857603,52.0,0.6820657913032792,0.5820656525220176,0.4322658126501201,1249
132,ESM-2 650M,viral,SARS2_DELTA_SPIKE_Dadonaite,Pooled Split,0.05659651140740686,0.40061010306760225,0.9793601915172296,0.24582331138615138,0.0250482656483672,0.4014928152989167,0.9355875843740037,0.2235257123987034,73.6,0.45984383132826473,0.2344,0.39048,1250
133,ESM-2 650M,viral,SARS2_DELTA_SPIKE_Dadonaite,Site Split,0.036932599888716375,0.4078928431954877,0.9900864338645855,0.2159138657003709,0.021112661432664083,0.4031969032091619,0.9521656628228398,0.1996636276107247,35.4,0.45984383132826473,0.2344,0.39048,1250
134,ESM-2 650M,viral,SARS2_MRPO_Flynn,Pooled Split,0.5650216497694868,0.5388072092600865,0.6597490873105506,0.7211233232643675,0.4697359693778849,0.5912455702948447,0.7268490365118717,0.6567211466140912,407.8,0.8372519587852103,0.2838283828382838,0.9354575163398693,306
135,ESM-2 650M,viral,SARS2_MRPO_Flynn,Site Split,0.20135319157611614,0.7878437898397677,0.8945466783049391,0.4210910279288592,0.05832088880479456,0.8516849192289117,0.9619631094398763,0.2129230910804072,44.2,0.8372519587852103,0.2838283828382838,0.9354575163398693,306
136,ESM-2 650M,viral,SARS2_PLPRO_abundance_Wu,Pooled Split,0.5042068115243958,0.5575545024495634,0.7009470219301303,0.7299377676736276,0.3626805371223457,0.6411236431093883,0.8115300218230737,0.6187991593749368,503.0,0.7203870066716993,0.4253968253968254,0.8441455696202531,316
137,ESM-2 650M,viral,SARS2_PLPRO_abundance_Wu,Site Split,0.15015936038787267,0.7611652837519658,0.9186213677112113,0.39862835958383175,0.08479882915880713,0.811444970993865,0.9686378738325573,0.2634748159146995,35.2,0.7203870066716993,0.4253968253968254,0.8441455696202531,316
138,ESM-2 650M,viral,SARS2_PLPRO_activity_Wu,Pooled Split,0.5686964217941568,0.5422370867778228,0.6578512231332849,0.7384787791133239,0.47694591277479204,0.5875623696529926,0.7178626718716965,0.6707030680828213,357.8,0.8177205074130176,0.29523809523809524,0.8441455696202531,316
139,ESM-2 650M,viral,SARS2_PLPRO_activity_Wu,Site Split,0.313268188461986,0.7220448852892042,0.8265980270474105,0.541558408485623,0.2027008640770533,0.7802501908247537,0.8981548010300365,0.4153247684737235,66.4,0.8177205074130176,0.29523809523809524,0.8441455696202531,316
140,ESM-2 650M,viral,SARS2_PRD0038_RBD_Starr,Pooled Split,0.5851611974854676,0.46754763685130296,0.6448159943902507,0.6168551938187821,0.4705595249959419,0.5092216523765128,0.7229491832034449,0.5611675716366421,261.4,0.8066320861415375,0.3,0.9995,200
141,ESM-2 650M,viral,SARS2_PRD0038_RBD_Starr,Site Split,0.1815853995163277,0.6726587919965364,0.9036214276853712,0.3467752931353869,0.13931505915466455,0.6869009881314827,0.9225507972542525,0.2882984045659689,20.0,0.8066320861415375,0.3,0.9995,200
142,ESM-2 650M,viral,SARS2_RBD_binding_Starr,Pooled Split,0.6757762317667567,0.4096278403161736,0.5658748669378646,0.7023325306120722,0.5785447401116277,0.47578231396147413,0.6640444121956766,0.6508416901023383,436.8,0.8280261977050215,0.263681592039801,0.1493322859387274,1273
143,ESM-2 650M,viral,SARS2_RBD_binding_Starr,Site Split,0.23838157771536722,0.6506605085512445,0.870497603072782,0.38984063385855805,0.0332217872679812,0.7193858721378528,0.9686076402368574,0.20067958689484686,34.4,0.8280261977050215,0.263681592039801,0.1493322859387274,1273
144,ESM-2 650M,viral,SARS2_RBD_expression_Starr,Pooled Split,0.7296950151697732,0.40908843224794766,0.520077687896322,0.8435332648120578,0.5744326187651452,0.5064603203147267,0.6509628174918897,0.7512878554767903,562.6,0.8573851724731965,0.19402985074626866,0.14917517674783976,1273
145,ESM-2 650M,viral,SARS2_RBD_expression_Starr,Site Split,0.12088861005417287,0.8182132528136382,0.930677950817316,0.28969507999062527,0.034882317398492235,0.8751492973542444,0.9990836505536661,0.19375644453677637,16.4,0.8573851724731965,0.19402985074626866,0.14917517674783976,1273
146,ESM-2 650M,viral,SARS2_XBB15_RBD_Taylor,Pooled Split,0.6664168877686687,0.4403329672838354,0.5777503915308044,0.6934229332414048,-0.19676412258599213,0.5413604812231645,1.0014610521024132,0.6106986483281444,454.0,0.8191061957899265,0.30845771144278605,0.9997512437810945,201
147,ESM-2 650M,viral,SARS2_XBB15_RBD_Taylor,Site Split,0.18340579606040114,0.7242680651960025,0.8962301292012617,0.35654042951857334,0.02006940471094646,0.8101869556324356,1.0123355371496534,0.19653622602960422,29.0,0.8191061957899265,0.30845771144278605,0.9997512437810945,201
